Pincode,Village/Locality name,Sub-distname,Districtname,StateName
560087,Thimmadahalli,Hosakote,BANGALORE RURAL,KARNATAKA
560087,Bellikere,Hosakote,BANGALORE RURAL,KARNATAKA
560087,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560087,Halasahalli Thippasandra,Anekal,BANGALORE,KARNATAKA
560087,Kachamaranahalli,Bangalore South,BANGALORE,KARNATAKA
560088,Hesaraghatta,Bangalore North,BANGALORE,KARNATAKA
560088,Bilijaji,Bangalore North,BANGALORE,KARNATAKA
560088,Guddadahalli,Bangalore North,BANGALORE,KARNATAKA
560088,Dasenahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Channasandra,Bangalore North,BANGALORE,KARNATAKA
560089,Kakolu,Bangalore North,BANGALORE,KARNATAKA
560089,Kalathammanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Kamakshipura,Bangalore North,BANGALORE,KARNATAKA
560089,Muthugada Halli,Bangalore North,BANGALORE,KARNATAKA
560089,Seethakempanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Sonnenahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Byatha,Bangalore North,BANGALORE,KARNATAKA
560089,Guniagrahara,Bangalore North,BANGALORE,KARNATAKA
560089,Kakolu,Bangalore North,BANGALORE,KARNATAKA
560089,Koluvarayanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Kondashetti Halli,Bangalore North,BANGALORE,KARNATAKA
560089,Lingarajapura,Bangalore North,BANGALORE,KARNATAKA
560089,Mavallipura,Bangalore North,BANGALORE,KARNATAKA
560089,Mylappanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Seeresandra,Bangalore North,BANGALORE,KARNATAKA
560089,Sonnenahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Thammarasanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Kalathammanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Kalenahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Kamakshipura,Bangalore North,BANGALORE,KARNATAKA
560089,Krishnarajapura,Bangalore North,BANGALORE,KARNATAKA
560089,Linganahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Lingarajapura,Bangalore North,BANGALORE,KARNATAKA
560089,Madhugirihalli,Bangalore North,BANGALORE,KARNATAKA
560089,Muthagada Halli,Bangalore North,BANGALORE,KARNATAKA
560089,Byatha,Bangalore North,BANGALORE,KARNATAKA
560089,Mathkur,Bangalore North,BANGALORE,KARNATAKA
560089,Dibburu,Bangalore North,BANGALORE,KARNATAKA
560089,Guniagrahara,Bangalore North,BANGALORE,KARNATAKA
560089,Kalenahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Linganahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Mylappanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Shivakote,Bangalore North,BANGALORE,KARNATAKA
560089,Ivar Kandapura,Bangalore North,BANGALORE,KARNATAKA
560089,Krishnarajapura,Bangalore North,BANGALORE,KARNATAKA
560089,Mavallipura,Bangalore North,BANGALORE,KARNATAKA
560089,Thirumalapura,Bangalore North,BANGALORE,KARNATAKA
560089,Bylakere,Bangalore North,BANGALORE,KARNATAKA
560089,Dibburu,Bangalore North,BANGALORE,KARNATAKA
560089,Hesaraghatta Grass Farm,Bangalore North,BANGALORE,KARNATAKA
560089,Kodagi Thirumalapura,Bangalore North,BANGALORE,KARNATAKA
560089,Koluvarayanahalli,Bangalore North,BANGALORE,KARNATAKA
560089,Seeresandra,Bangalore North,BANGALORE,KARNATAKA
560089,Shivakote,Bangalore North,BANGALORE,KARNATAKA
560089,Kondashetti Halli,Bangalore North,BANGALORE,KARNATAKA
560089,Mathkur,Bangalore North,BANGALORE,KARNATAKA
560089,Seethakempanahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560090,Hurali Chikkanahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Kumbarahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Somashetti Halli,Bangalore North,BANGALORE,KARNATAKA
560090,Chikkabanavara,Bangalore North,BANGALORE,KARNATAKA
560090,Myadarahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Thammenahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Kasagattapura,Bangalore North,BANGALORE,KARNATAKA
560090,Kempapura,Bangalore North,BANGALORE,KARNATAKA
560090,Tharabanahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Soladevanahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Abbigere,Bangalore North,BANGALORE,KARNATAKA
560090,Guddahalli,Bangalore North,BANGALORE,KARNATAKA
560090,Sasiveghatta,Bangalore North,BANGALORE,KARNATAKA
560090,Ganigarahalli,Bangalore North,BANGALORE,KARNATAKA
560091,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560091,Kannahalli,Bangalore North,BANGALORE,KARNATAKA
560091,Kodigehalli,Bangalore North,BANGALORE,KARNATAKA
560091,Lingadeeranahalli,Bangalore North,BANGALORE,KARNATAKA
560091,Kodigehalli,Bangalore North,BANGALORE,KARNATAKA
560091,Machohalli,Bangalore North,BANGALORE,KARNATAKA
560091,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560091,Handrahalli,Bangalore North,BANGALORE,KARNATAKA
560091,Kannahalli,Bangalore North,BANGALORE,KARNATAKA
560091,Machohalli,Bangalore North,BANGALORE,KARNATAKA
560091,Gidadakonenahalli,Bangalore North,BANGALORE,KARNATAKA
560092,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560092,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560092,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560092,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560093,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560094,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560094,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560095,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560096,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560097,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560097,Medi Agrahara,Bangalore North,BANGALORE,KARNATAKA
560098,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560098,Kenchanahalli NDBO,Bangalore South,BANGALORE,KARNATAKA
560099,Ali Bommasandra,Anekal,BANGALORE,KARNATAKA
560099,Singena Agrahara,Anekal,BANGALORE,KARNATAKA
560099,Adigondanahalli,Anekal,BANGALORE,KARNATAKA
560099,Chintalmadivala,Anekal,BANGALORE,KARNATAKA
560099,Chokkasandra,Anekal,BANGALORE,KARNATAKA
560099,Gopasandra,Anekal,BANGALORE,KARNATAKA
560099,Gulimangala,Anekal,BANGALORE,KARNATAKA
560099,Huskur,Anekal,BANGALORE,KARNATAKA
560099,Muthanallur,Anekal,BANGALORE,KARNATAKA
560099,Muthanallur Amanikere,Anekal,BANGALORE,KARNATAKA
560099,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560099,Bhovi Palya (Shanthi Pur),Anekal,BANGALORE,KARNATAKA
560099,Chikkanagamangala,Anekal,BANGALORE,KARNATAKA
560099,Kittaganahalli,Anekal,BANGALORE,KARNATAKA
560099,Narayanaghatta,Anekal,BANGALORE,KARNATAKA
560099,Chikkathimmasandra,Anekal,BANGALORE,KARNATAKA
560099,Gottamaranahalli,Anekal,BANGALORE,KARNATAKA
560099,Rayasandra,Anekal,BANGALORE,KARNATAKA
560099,Thirupalya,Anekal,BANGALORE,KARNATAKA
560099,Choodasandra,Anekal,BANGALORE,KARNATAKA
560099,Gattahalli,Anekal,BANGALORE,KARNATAKA
560099,Ramasagara,Anekal,BANGALORE,KARNATAKA
560100,Parappana Agrahara,Bangalore South,BANGALORE,KARNATAKA
560100,Naganathapura,Bangalore South,BANGALORE,KARNATAKA
560100,Veerasandra,Anekal,BANGALORE,KARNATAKA
560100,Konappana Agrahara,Bangalore South,BANGALORE,KARNATAKA
560100,Pillaganahalli,Bangalore South,BANGALORE,KARNATAKA
560100,Doddanagamangala,Bangalore South,BANGALORE,KARNATAKA
560100,Kammasandra,Anekal,BANGALORE,KARNATAKA
560100,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560100,Beratena Agrahara,Bangalore South,BANGALORE,KARNATAKA
560100,Doddathoguru,Bangalore South,BANGALORE,KARNATAKA
560100,Basapura,Bangalore South,BANGALORE,KARNATAKA
560102,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560103,Devara Beesana Halli,Bangalore South,BANGALORE,KARNATAKA
560103,Kariyammana Agrahara,Bangalore South,BANGALORE,KARNATAKA
560103,Bhoganahalli,Bangalore South,BANGALORE,KARNATAKA
560103,Panathur,Bangalore South,BANGALORE,KARNATAKA
560103,Kadabeesanahalli,Bangalore South,BANGALORE,KARNATAKA
560103,Kasavanahalli,Bangalore South,BANGALORE,KARNATAKA
560103,Balagere,Bangalore South,BANGALORE,KARNATAKA
560103,Bellandur,Bangalore South,BANGALORE,KARNATAKA
560103,Bellandur Amanikere,Bangalore South,BANGALORE,KARNATAKA
560104,Bangalore North,Bangalore North,BANGALORE,KARNATAKA
560105,Bande Nalla Sandra,Anekal,BANGALORE,KARNATAKA
560105,Hinnakki,Anekal,BANGALORE,KARNATAKA
560105,Kalbalu,Anekal,BANGALORE,KARNATAKA
560105,Kalbalu,Anekal,BANGALORE,KARNATAKA
560105,Mahanthalingapura,Anekal,BANGALORE,KARNATAKA
560105,Masthena Halli,Anekal,BANGALORE,KARNATAKA
560105,Nanjapura,Anekal,BANGALORE,KARNATAKA
560105,S.Bingipura,Anekal,BANGALORE,KARNATAKA
560105,Vabasandra,Anekal,BANGALORE,KARNATAKA
560105,Hulimangala,Anekal,BANGALORE,KARNATAKA
560105,Masthena Halli,Anekal,BANGALORE,KARNATAKA
560105,Ramasandra,Anekal,BANGALORE,KARNATAKA
560105,S.Bingipura,Anekal,BANGALORE,KARNATAKA
560105,Suragajakkanahalli,Anekal,BANGALORE,KARNATAKA
560105,Bukkasagara,Anekal,BANGALORE,KARNATAKA
560105,Kyalasanahalli,Anekal,BANGALORE,KARNATAKA
560105,Podu,Anekal,BANGALORE,KARNATAKA
560105,Vaderamanchanahalli,Anekal,BANGALORE,KARNATAKA
560105,Yarandahalli,Anekal,BANGALORE,KARNATAKA
560105,Dyavasandra,Anekal,BANGALORE,KARNATAKA
560105,Giddenahalli,Anekal,BANGALORE,KARNATAKA
560105,Hulimangala,Anekal,BANGALORE,KARNATAKA
560105,Kachanaikanahalli,Anekal,BANGALORE,KARNATAKA
560105,Koppa,Anekal,BANGALORE,KARNATAKA
560105,Nanjapura,Anekal,BANGALORE,KARNATAKA
560105,Haragadde,Anekal,BANGALORE,KARNATAKA
560105,Hosahalli,Anekal,BANGALORE,KARNATAKA
560105,Mada Patna,Anekal,BANGALORE,KARNATAKA
560105,Seethanaikana Halli,Anekal,BANGALORE,KARNATAKA
560105,Suragajakkanahalli,Anekal,BANGALORE,KARNATAKA
560105,Hennagara,Anekal,BANGALORE,KARNATAKA
560105,Kachanaikanahalli,Anekal,BANGALORE,KARNATAKA
560105,Konasandra,Anekal,BANGALORE,KARNATAKA
560105,Koppa,Anekal,BANGALORE,KARNATAKA
560105,Kyalasanahalli,Anekal,BANGALORE,KARNATAKA
560105,Manchanahalli,Anekal,BANGALORE,KARNATAKA
560105,Maragondahalli,Anekal,BANGALORE,KARNATAKA
560105,Rajapura,Anekal,BANGALORE,KARNATAKA
560105,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560105,Hosahalli,Anekal,BANGALORE,KARNATAKA
560105,J.Bingipura,Anekal,BANGALORE,KARNATAKA
560105,Maragondahalli,Anekal,BANGALORE,KARNATAKA
560105,Ramasandra,Anekal,BANGALORE,KARNATAKA
560105,Haragadde,Anekal,BANGALORE,KARNATAKA
560105,Hennagara,Anekal,BANGALORE,KARNATAKA
560105,Hennagara Amanikere,Anekal,BANGALORE,KARNATAKA
560105,Hinnakki,Anekal,BANGALORE,KARNATAKA
560105,Kumbaranahalli,Anekal,BANGALORE,KARNATAKA
560105,Lingapura,Anekal,BANGALORE,KARNATAKA
560105,Rajapura,Anekal,BANGALORE,KARNATAKA
560105,Sriramapura,Anekal,BANGALORE,KARNATAKA
560105,Vabasandra,Anekal,BANGALORE,KARNATAKA
560107,Ganapathinagara,Bangalore North,BANGALORE,KARNATAKA
560107,Thammenahalli palya,Bangalore North,BANGALORE,KARNATAKA
560107,Bairaveshwarangara,Bangalore North,BANGALORE,KARNATAKA
560107,Thammenahalli,Bangalore North,BANGALORE,KARNATAKA
560107,Shanthinagara,Bangalore North,BANGALORE,KARNATAKA
560107,Soladevanahalli,Bangalore North,BANGALORE,KARNATAKA
560107,Achitnagar,Nelamangala,BANGALORE RURAL,KARNATAKA
560107,Jnanajyothinagara,Bangalore North,BANGALORE,KARNATAKA
560107,Sasuveghatta,Bangalore North,BANGALORE,KARNATAKA
560107,Veerashettihalli,Bangalore North,BANGALORE,KARNATAKA
560107,Ajjegowdanapalya,Bangalore North,BANGALORE,KARNATAKA
560108,Harinagar,Bangalore South,BANGALORE,KARNATAKA
560108,Amrutanagar,Bangalore South,BANGALORE,KARNATAKA
560108,Anjanapura,Bangalore South,BANGALORE,KARNATAKA
560108,Gollahalli,Bangalore South,BANGALORE,KARNATAKA
560108,Kulumepalya,Bangalore South,BANGALORE,KARNATAKA
560108,Tulsipura,Bangalore South,BANGALORE,KARNATAKA
560109,Thalaghattapura,Bangalore South,BANGALORE,KARNATAKA
560110,ULLAL UPANAGAR,Bangalore South,BANGALORE,KARNATAKA
560111,Bangalore South,Bangalore South,BANGALORE,KARNATAKA
560300,Bangalore International Airport,Bangalore North,BANGALORE,KARNATAKA
561101,Mayasandra,Anekal,BANGALORE,KARNATAKA
561101,Ramanahalli,Nelamangala,BANGALORE RURAL,KARNATAKA
561201,Gavipalya,Bangalore North,BANGALORE,KARNATAKA
561201,Thimmasandra,Hosakote,BANGALORE RURAL,KARNATAKA
561203,Bommahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Bommanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Doddavadagere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Gangadharapura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Hosakote,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,K.G. Sastry Palya,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kakkehalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kamalur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kanchiganala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kannamangala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Nagasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Nellukunte,Bangalore North,BANGALORE,KARNATAKA
561203,Neralaghatta,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Palanjogihalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Dasagondanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Gundumgere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Hasanghatta,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Hosahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Jakkasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kesthur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kuntanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Lagumenahalli,Bangalore South,BANGALORE,KARNATAKA
561203,Melinajuganahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Melinanaikaradahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Puttenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,S.M. Gollahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Shravanur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Tapasihalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Ujjani,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Yaramuddenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Antharahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Bankenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Dod Ballapur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Galipuje,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Gejjigadahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Halenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Hanabe,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kallodu,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kammasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kantanakunte,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kugonahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kukkanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Nagenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Suthahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Byadarajakkasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Dod Ballapur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Galibilikote,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Junnasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,K.G.Devapala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kadakunte,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kalludevanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kanasavadi,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kolur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Madhurana Hosahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Maragondanahalli,Hosakote,BANGALORE RURAL,KARNATAKA
561203,Maralenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Palya,Devanahalli,BANGALORE RURAL,KARNATAKA
561203,Rajaghatta Amanikere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Sonnenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Srinivasapura,Hosakote,BANGALORE RURAL,KARNATAKA
561203,Tekalahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Alahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Allalasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Ekasipura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Honnaghatta,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Hosanagenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,K.G. Kuntanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kallukunte,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kodigehalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kurubarahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Madhure,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Mallathahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Mandibyadarahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Nellukunte,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Ojenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Rajaghatta,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Shivalinga Pura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Talagavara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Vanigarahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Amani Palankere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Aralamallige,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Bachchahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Bommenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Huskur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Jaligere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Jodi Karapura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kadabyadarahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kenjiganahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Mallasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Menasi,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Ramadevanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Siravara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Uddichikkanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Vabasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Chikkanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Gundasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kodihalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kolur Plantation,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kottige Machenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Lagumenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Somasettihalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Srinivasapura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Thimmasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Thippur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Byadarahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Byrasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Cheelenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Chikkavadagere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Dod Ballapur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Dod Ballapur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Gunjur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Jodithimasandra,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Karenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kelaginajuganahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kelaginanaikaradahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Kukkalahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Madagondahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Madeswara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Madhure Amanikere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561203,Majarahosahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Adakavala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Akkathammanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Aroodi,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Badrapura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Bhaktharahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Bheemarauthanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Channadevi Agrahara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Gummanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Halekote,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Karepura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Madagondanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Purusanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Alappanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Channaveeranahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Dadighattamadagu,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Doddahejjaji,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Ganadalu,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Gowdanakunte,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Honnadevipura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Honnavara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Kadathippur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Machenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Narasaihna Agrahara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Thambenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Tharabanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Buchanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Byappanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Chikkakalenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Doddamankanala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Mallanaikanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Venkateshpura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Banavathi,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Benakinamadugu,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Bokipura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Chikkabelavangala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Joyis Agrahara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,K.G.Thammaganahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Kadanur,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Kadathippenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Kamana Agrahara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Kilarlahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Lakkenahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Lingadaveeranahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Muttugadahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Naranahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Puttaiana Agrahara,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Simpadipura,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Todalabande,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Ambalagere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Chikkahejjaji,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Chikkahejjaji Amanikere,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Doddabelavangala,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Goraghatta,Nelamangala,BANGALORE RURAL,KARNATAKA
561204,Hulikunte,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Hulikunte State Forest,Dod Ballapur,BANGALORE RURAL,KARNATAKA
561204,Kalludevanahalli,Dod Ballapur,BANGALORE RURAL,KARNATAKA
